qid1,qid2,label,wid1,cid1,wid2,cid2
S110278,S123203,1,W108421 W107209 W108553 W108497 W101140 W104806 W104416,C102125 C102269 C100473 C100092 C101336 C100480 C101629 C102085 C102180 C101843 C100692 C100882 C100915 C101350,W101140 W109533 W100378 W102433 W100323 W108828 W104035 W104156,C101843 C100692 C100340 C100473 C102052 C100114 C100637 C101263 C102253 C101192 C101642 C101318 C100710 C101424
S111316,S123719,0,W107359 W109369 W101955 W101726 W109592 W105754 W102817 W105373 W100587 W103937 W104416 W106503,C101231 C100337 C100291 C101643 C100114 C100956 C101387 C100006 C100534 C101023 C102296 C102244 C100269 C101833 C101343 C101549 C100848 C100865 C101350 C102239,W107170 W100323 W108553 W108376 W109592 W104416 W106503,C100291 C101643 C100114 C101263 C100480 C101629 C101585 C101200 C100534 C101023 C101350 C102239
S111316,S115439,1,W107359 W109369 W101955 W101726 W109592 W105754 W102817 W105373 W100587 W103937 W104416 W106503,C101231 C100337 C100291 C101643 C100114 C100956 C101387 C100006 C100534 C101023 C102296 C102244 C100269 C101833 C101343 C101549 C100848 C100865 C101350 C102239,W107514 W100361 W107170 W109083,C101828 C100304 C100848 C101023 C101306 C100291 C101643 C100114 C101553 C100613
S121094,S104737,1,W100914 W107660 W103948 W101130 W101601,C100376 C101061 C101618 C100114 C100637 C101176 C101357 C101292 C100087 C101865 C101061 C101618,W103948 W109466 W100914 W102841 W103163 W101984 W109079 W101130,C101176 C101357 C102220 C101836 C100376 C101061 C101618 C102147 C101609 C101867 C102153 C101324 C102153 C101981 C101292 C100087
S117219,S104737,0,W103948 W106528 W100914 W105604 W106388 W105604 W105476 W106503,C101176 C101357 C101458 C101418 C100376 C101061 C101618 C102153 C100494 C100743 C102058 C102153 C100778 C100743 C102058 C102239,W103948 W109466 W100914 W102841 W103163 W101984 W109079 W101130,C101176 C101357 C102220 C101836 C100376 C101061 C101618 C102147 C101609 C101867 C102153 C101324 C102153 C101981 C101292 C100087
S121858,S116815,1,W109167 W101146 W104534 W106264 W104226 W109272 W100714 W101146 W100323,C101117 C100894 C102223 C100890 C100800 C102221 C102242 C102030 C101782 C101703 C100406 C101642 C100710 C102223 C101263,W108248 W101880 W109272 W108581 W103546 W101146,C100800 C102221 C100424 C101699 C100753 C100091 C101782 C101703 C100406 C100919 C101981 C101642 C101318 C102223
S117677,S116815,0,W103163 W100323 W106264 W107537 W108643 W105754 W104096 W108598 W108643 W102856 W100806,C101867 C101263 C100800 C102221 C101445 C100895 C100889 C100394 C100646 C102058 C102296 C100368 C101295 C100889 C100394 C100646 C102058 C101680 C101445 C101164 C101318,W108248 W101880 W109272 W108581 W103546 W101146,C100800 C102221 C100424 C101699 C100753 C100091 C101782 C101703 C100406 C100919 C101981 C101642 C101318 C102223
S121858,S116070,0,W109167 W101146 W104534 W106264 W104226 W109272 W100714 W101146 W100323,C101117 C100894 C102223 C100890 C100800 C102221 C102242 C102030 C101782 C101703 C100406 C101642 C100710 C102223 C101263,W102432 W105604 W104035 W100829 W100323,C100800 C102221 C100114 C100590 C102153 C101642 C101318 C100710 C101234 C100296 C101263
S116589,S122123,0,W108463 W108376 W101396 W103629 W100342 W100323 W101935 W104416 W106503,C100291 C101643 C100114 C100637 C101585 C101200 C101705 C101813 C100586 C101098 C102064 C100291 C101075 C101263 C101034 C102142 C101350 C102239,W107878 W108463 W108661 W108545 W100878 W109079 W104740,C102125 C101061 C100064 C100291 C101643 C100114 C100637 C100743 C100266 C101100 C100988 C101826 C100964 C101981 C101642 C101318 C100887
S116589,S134932,0,W108463 W108376 W101396 W103629 W100342 W100323 W101935 W104416 W106503,C100291 C101643 C100114 C100637 C101585 C101200 C101705 C101813 C100586 C101098 C102064 C100291 C101075 C101263 C101034 C102142 C101350 C102239,W108463 W108376 W101396 W109650 W104416,C100291 C101643 C100114 C100637 C101585 C101200 C101705 C101216 C100291 C101075 C101350
S107498,S106390,0,W108463 W107498 W100091 W108740 W108280 W100806 W102219 W104416,C100291 C101643 C100114 C100637 C100313 C100332 C100510 C102216 C101017 C100591 C101477 C100586 C101164 C101318 C100691 C100743 C102147 C101350,W104741 W104877 W107170 W108280 W100806 W102219,C100446 C100743 C101031 C100291 C101643 C100114 C100586 C101164 C101318 C100691 C100743 C102147
S115523,S131464,0,W106264 W100323 W104806 W104446 W104975 W108280 W109120,C100800 C102221 C101263 C100882 C100915 C101615 C101841 C101917 C101496 C100586 C100541 C100096,W101341 W103786 W104975 W108280 W109120,C100800 C102221 C100170 C102242 C100646 C100099 C100915 C101917 C101496 C100586 C100541 C100096
S112587,S131464,1,W103473 W101341 W104806 W104975 W108280 W109120,C100295 C100555 C100800 C102221 C100170 C102242 C100646 C100882 C100915 C101917 C101496 C100586 C100541 C100096,W101341 W103786 W104975 W108280 W109120,C100800 C102221 C100170 C102242 C100646 C100099 C100915 C101917 C101496 C100586 C100541 C100096
S125726,S127698,1,W101851 W102433 W103461 W106959,C101303 C101505 C100291 C101643 C100114 C100637 C100099 C100615 C100506 C101147,W103343 W102433 W100323 W101855,C101303 C101505 C101340 C100291 C101643 C100114 C100637 C101263 C101602 C100099
S133493,S126079,0,W107170 W102468 W101273 W104806 W102022 W103948 W106503 W103163,C100291 C101643 C100114 C101016 C101198 C100473 C100087 C100882 C100915 C101033 C101173 C101176 C101357 C102239 C101867,W108463 W101378 W104874 W104806,C100291 C101643 C100114 C100637 C100988 C101174 C101676 C100656 C100882 C100915
S133493,S106662,1,W107170 W102468 W101273 W104806 W102022 W103948 W106503 W103163,C100291 C101643 C100114 C101016 C101198 C100473 C100087 C100882 C100915 C101033 C101173 C101176 C101357 C102239 C101867,W102508 W100100 W107170 W108553 W103546 W101478 W101273 W104806 W104156 W101214 W108940,C101970 C102207 C100639 C100291 C101643 C100114 C100480 C101629 C101642 C101318 C101613 C100473 C100087 C100882 C100915 C101424 C100204 C100394 C100060 C101925
S128460,S113245,1,W101769 W101301 W103546 W104806,C101614 C100312 C102058 C100339 C101021 C100964 C101642 C101318 C100882 C100915,W101301 W103546 W104806 W106503 W103163 W105456 W104783 W100100 W100091 W105754 W106537 W100693,C100339 C101021 C100964 C101642 C101318 C100882 C100915 C102239 C101867 C101272 C101369 C100454 C100845 C100639 C100332 C102296 C101231 C100845 C101574
S128460,S116614,0,W101769 W101301 W103546 W104806,C101614 C100312 C102058 C100339 C101021 C100964 C101642 C101318 C100882 C100915,W107389 W103546 W104806,C101265 C100417 C102058 C100339 C101021 C100964 C101642 C101318 C100882 C100915
S128460,S125334,1,W101769 W101301 W103546 W104806,C101614 C100312 C102058 C100339 C101021 C100964 C101642 C101318 C100882 C100915,W101769 W101301 W103546 W107395,C101614 C100312 C102058 C100339 C101021 C100964 C101642 C101318 C100882
S121780,S103655,0,W102836 W105268 W107170 W103948 W107646 W101277 W104248,C100800 C102221 C100995 C102116 C101629 C100480 C100291 C101643 C100114 C101176 C101357 C101394 C101031 C101719 C100731 C100087 C100223 C100882 C100915,W109446 W108820 W107170 W103948 W104806 W106503,C102221 C102170 C101782 C102180 C100691 C100291 C101643 C100114 C101176 C101357 C100882 C100915 C102239
S121780,S125363,1,W102836 W105268 W107170 W103948 W107646 W101277 W104248,C100800 C102221 C100995 C102116 C101629 C100480 C100291 C101643 C100114 C101176 C101357 C101394 C101031 C101719 C100731 C100087 C100223 C100882 C100915,W103747 W107583 W105754 W106264 W104576 W109079 W104740,C102244 C101117 C101117 C101867 C102296 C100800 C102221 C100252 C100291 C101643 C100114 C101981 C101642 C101318 C100887
S121780,S124256,0,W102836 W105268 W107170 W103948 W107646 W101277 W104248,C100800 C102221 C100995 C102116 C101629 C100480 C100291 C101643 C100114 C101176 C101357 C101394 C101031 C101719 C100731 C100087 C100223 C100882 C100915,W107170 W102193 W101137 W107721 W104416,C100291 C101643 C100114 C102226 C101628 C101613 C101269 C100129 C101350
S117418,S124256,1,W107170 W102193 W101396 W106644 W104416,C100291 C101643 C100114 C102226 C101705 C101848 C100129 C101350,W107170 W102193 W101137 W107721 W104416,C100291 C101643 C100114 C102226 C101628 C101613 C101269 C100129 C101350
S128424,S117988,1,W100914 W107170 W102193 W101396 W102601 W104416,C100376 C101061 C101618 C100291 C101643 C100114 C102226 C101705 C101305 C100086 C101350,W100914 W108376 W101396 W104731 W104416 W101396 W104731 W102627 W105373 W107712 W104416,C100376 C101061 C101618 C101585 C101200 C101705 C101305 C101350 C101705 C101305 C101061 C101618 C101833 C101467 C100376 C101350
S132190,S117988,0,W102600 W105754 W100914 W108553 W101940 W103135 W104416 W106503 W104364 W108575,C100376 C101061 C100012 C102296 C100376 C101061 C101618 C100480 C101629 C100816 C101705 C100234 C100099 C101350 C102239 C101277 C102153 C102288 C100898,W100914 W108376 W101396 W104731 W104416 W101396 W104731 W102627 W105373 W107712 W104416,C100376 C101061 C101618 C101585 C101200 C101705 C101305 C101350 C101705 C101305 C101061 C101618 C101833 C101467 C100376 C101350
S100511,S117261,0,W102817 W103163 W105456 W109077 W100091 W100914 W100971 W103113 W105754 W100714 W104806 W101351,C102244 C100269 C101867 C101272 C101369 C101806 C100332 C100376 C101061 C101618 C100252 C101295 C100797 C100262 C102296 C101642 C100710 C100882 C100915 C100233,W100778 W109077 W100091 W101106 W105754 W104144 W104806 W100968,C101867 C101915 C101806 C100332 C100376 C101061 C101618 C101295 C100409 C100114 C102296 C100693 C101318 C100882 C100915 C101635
S106775,S114994,1,W103430 W106264 W107537 W109194 W103380 W104416 W101396 W100091 W100568,C101903 C101703 C100800 C102221 C101445 C100895 C100889 C100394 C100766 C101399 C101441 C102102 C101350 C101705 C100332 C102112 C101023,W106422 W101894 W103793 W102398 W106264 W106462 W105691 W101396 W108910 W103765 W103380,C101468 C101164 C101318 C100394 C100477 C101703 C101061 C101606 C100800 C102221 C101568 C101324 C102226 C101705 C101011 C100502 C101399 C101441 C102102
S134474,S114994,1,W106422 W106245 W106264 W105691 W101396 W108910 W103765 W103380,C101468 C101164 C101318 C100477 C100439 C100800 C102221 C101324 C102226 C101705 C101011 C100502 C101399 C101441 C102102,W106422 W101894 W103793 W102398 W106264 W106462 W105691 W101396 W108910 W103765 W103380,C101468 C101164 C101318 C100394 C100477 C101703 C101061 C101606 C100800 C102221 C101568 C101324 C102226 C101705 C101011 C100502 C101399 C101441 C102102
S110549,S110246,0,W106264 W107254 W100971 W107287 W105887 W106357 W105604 W106425 W108683 W104456,C100800 C102221 C101445 C100895 C100889 C100778 C100252 C100017 C100889 C100778 C100557 C102153 C101834 C102058 C101642 C100887 C100479,W106264 W107254 W100971 W107287 W105887 W105604 W108643 W102559 W104416,C100800 C102221 C101445 C100895 C100889 C100778 C100252 C100017 C100889 C100778 C102153 C100646 C102058 C101446 C101953 C101350
S114192,S110246,1,W104159 W108643 W107287 W105887 W106522 W105604 W106264 W104416,C100800 C100337 C102221 C102118 C101445 C100895 C100889 C100778 C100646 C102058 C100017 C100889 C100778 C101135 C100646 C102058 C102153 C100800 C102221 C101350,W106264 W107254 W100971 W107287 W105887 W105604 W108643 W102559 W104416,C100800 C102221 C101445 C100895 C100889 C100778 C100252 C100017 C100889 C100778 C102153 C100646 C102058 C101446 C101953 C101350
S132552,S126681,1,W109012 W108280 W102375 W100323 W102841 W104416,C100800 C102221 C100480 C101629 C100586 C101526 C101187 C101263 C102147 C101609 C101350,W106264 W105225 W108280 W109120 W102841,C100800 C102221 C101902 C101340 C100586 C100541 C100096 C102147 C101609
S106566,S111885,0,W102728 W106315 W100323 W100914 W104740 W106503,C101875 C102141 C100114 C101975 C100777 C101263 C100376 C101061 C101618 C101642 C101318 C100887 C102239,W100914 W108553 W108982 W105604 W100806 W107835,C100376 C101061 C101618 C100480 C101629 C101011 C101398 C102153 C101164 C101318 C102210 C101353
S134302,S111885,1,W108441 W108280 W104796 W100323 W102841,C100376 C101061 C101618 C102058 C101295 C100409 C100114 C100586 C100541 C100710 C101263 C102147 C101609,W100914 W108553 W108982 W105604 W100806 W107835,C100376 C101061 C101618 C100480 C101629 C101011 C101398 C102153 C101164 C101318 C102210 C101353
S133768,S127394,1,W103163 W109010 W100591 W108280 W100914 W101827 W100971 W100533 W106247 W101956,C101867 C102008 C100717 C101130 C100586 C100376 C101061 C101618 C101457 C101006 C101281 C102142 C100252 C101865 C101618 C100367 C102226 C102174 C100777,W100914 W105754 W103672 W108461 W100262 W103546 W101219,C100376 C101061 C101618 C102296 C102121 C102020 C101187 C101324 C100213 C101685 C101399 C101642 C101318 C102139 C100882
S116224,S127394,0,W100914 W105265 W105754 W108170 W108642 W106357 W108461 W107669 W104740 W105754 W105533,C100376 C101061 C101618 C100271 C100637 C102296 C102174 C100898 C102174 C100955 C100557 C101187 C101324 C100213 C101685 C101642 C101318 C100887 C102296 C101432,W100914 W105754 W103672 W108461 W100262 W103546 W101219,C100376 C101061 C101618 C102296 C102121 C102020 C101187 C101324 C100213 C101685 C101399 C101642 C101318 C102139 C100882
S130137,S117868,0,W104882 W105587 W100092 W104121,C101295 C100409 C102034 C100506 C101295 C101168 C102226 C100882 C101318,W107942 W109079 W107498 W100806 W106245,C101802 C102058 C101295 C101405 C101168 C101429 C101981 C100313 C101164 C101318 C100477 C100439
S107898,S127630,1,W105090 W107660 W106399 W104740 W106503,C102125 C100064 C100417 C100114 C100637 C101327 C101461 C101642 C101318 C100887 C102239,W107170 W106841 W106399 W104740,C100291 C101643 C100114 C100473 C102052 C101327 C101461 C101642 C101318 C100887
S113526,S120122,0,W106422 W105124 W106396 W107170 W108514 W101441 W102903,C101468 C101164 C101318 C100743 C100114 C100337 C100291 C101643 C100114 C100175 C100637 C100066 C101888 C100924 C100806 C101985 C101061,W106422 W105373 W104741 W104894,C101468 C101164 C101318 C101833 C100446 C100743 C101574 C100337 C100291 C101643 C100114
S101989,S120122,1,W107170 W100323 W103487 W108432 W105604 W100806 W106503,C100291 C101643 C100114 C101263 C100778 C100577 C100165 C101696 C102153 C101164 C101318 C102239,W106422 W105373 W104741 W104894,C101468 C101164 C101318 C101833 C100446 C100743 C101574 C100337 C100291 C101643 C100114
S107505,S116742,1,W108484 W101301 W100091 W104740,C100527 C100678 C100339 C101021 C100964 C100332 C101642 C101318 C100887,W109560 W108484 W109077 W100091 W101301 W109079 W104740,C101271 C100191 C100639 C100527 C100678 C101806 C100332 C100339 C101021 C100964 C101981 C101642 C101318 C100887
S107505,S117090,0,W108484 W101301 W100091 W104740,C100527 C100678 C100339 C101021 C100964 C100332 C101642 C101318 C100887,W101301 W103672 W104740,C100339 C101021 C100964 C102121 C102020 C101642 C101318 C100887
S133337,S117090,1,W103163 W109237 W101301 W109164 W107154 W103672 W100323 W104278 W109079 W104740,C101867 C100439 C101985 C100339 C101021 C100964 C100339 C100506 C101008 C101615 C100020 C102121 C102020 C101263 C100826 C100613 C101981 C101642 C101318 C100887,W101301 W103672 W104740,C100339 C101021 C100964 C102121 C102020 C101642 C101318 C100887
S124881,S133794,1,W106264 W106315 W106452 W105754 W104740 W105754 W109595 W104918 W102200,C100800 C102221 C101975 C100777 C102221 C100029 C102226 C101854 C100393 C102296 C101642 C101318 C100887 C102296 C100691 C100743 C100114 C100590 C101912,W106264 W106315 W106452 W105754 W104740 W105754 W102193 W101715 W108543 W103899 W104416,C100800 C102221 C101975 C100777 C102221 C100029 C102226 C101854 C100393 C102296 C101642 C101318 C100887 C102296 C102226 C101628 C101192 C102221 C101280 C101350
S135229,S125291,0,W109609 W102139 W105604 W103113 W102841 W104416,C101807 C100545 C101780 C100262 C102153 C101295 C100797 C100262 C102147 C101609 C101350,W107498 W108109 W100124 W108280 W100806 W105684 W106639 W104416 W100197 W100086 W105684 W100091,C100313 C101295 C100409 C101556 C101154 C100586 C101164 C101318 C100506 C100269 C101264 C101350 C100639 C101790 C100586 C101693 C100506 C100332
S122892,S125291,1,W105739 W105062 W105373 W100782 W108280 W106427,C101608 C101295 C100114 C101870 C100591 C101477 C101833 C101324 C101833 C100586 C101553 C100682,W107498 W108109 W100124 W108280 W100806 W105684 W106639 W104416 W100197 W100086 W105684 W100091,C100313 C101295 C100409 C101556 C101154 C100586 C101164 C101318 C100506 C100269 C101264 C101350 C100639 C101790 C100586 C101693 C100506 C100332
S133044,S114239,1,W101445 W100323 W107786,C101736 C100506 C100258 C100376 C101061 C101618 C101263 C101286 C100757,W101445 W100323 W107212,C101736 C100506 C100258 C100376 C101061 C101618 C101263 C101813 C100456
S121645,S126441,0,W108594 W101803 W102193 W100971 W100581 W104416 W106503,C102125 C101985 C101061 C102253 C101192 C101340 C102226 C100252 C101006 C100827 C100612 C102142 C101350 C102239,W108161 W100323 W107393 W105604 W100806,C101985 C101061 C102058 C102269 C100473 C101263 C101372 C101376 C102153 C101164 C101318
S121645,S107113,0,W108594 W101803 W102193 W100971 W100581 W104416 W106503,C102125 C101985 C101061 C102253 C101192 C101340 C102226 C100252 C101006 C100827 C100612 C102142 C101350 C102239,W108594 W105786 W101803 W102193 W101396 W100886 W105861 W104416 W106503,C102125 C101985 C101061 C102174 C101816 C102253 C101192 C101340 C102226 C101705 C101901 C100064 C101016 C100458 C101350 C102239
S128134,S107113,1,W108594 W101803 W101101 W100715 W101734,C102125 C101985 C101061 C102253 C101192 C101340 C101613 C100087 C100323 C101837 C102210 C100712 C101699,W108594 W105786 W101803 W102193 W101396 W100886 W105861 W104416 W106503,C102125 C101985 C101061 C102174 C101816 C102253 C101192 C101340 C102226 C101705 C101901 C100064 C101016 C100458 C101350 C102239
S121645,S101063,0,W108594 W101803 W102193 W100971 W100581 W104416 W106503,C102125 C101985 C101061 C102253 C101192 C101340 C102226 C100252 C101006 C100827 C100612 C102142 C101350 C102239,W106841 W100323 W104428 W108280 W100806 W102841 W106841 W108280 W100806 W102841,C100473 C102052 C101263 C101902 C101376 C100586 C101164 C101318 C102147 C101609 C100473 C102052 C100586 C101164 C101318 C102147 C101609
