qid1,qid2,label,wid1,cid1,wid2,cid2
S109849,S114716,0,W102627 W106830 W100323 W103016 W104534 W108280 W108557 W109077 W107878 W104416 W106503 W107878 W104037 W105604 W100914 W104416 W106503,C101061 C101618 C101324 C100376 C101263 C101999 C101046 C100890 C100586 C101585 C102226 C101806 C102125 C101061 C100064 C101350 C102239 C102125 C101061 C100064 C102174 C101794 C102153 C100376 C101061 C101618 C101350 C102239,W104777 W105373 W106315 W100914 W104416 W106503 W102600 W105373 W106315 W100914 W104416 W106503,C102037 C100214 C101833 C101975 C100777 C100376 C101061 C101618 C101350 C102239 C100376 C101061 C100012 C101833 C101975 C100777 C100376 C101061 C101618 C101350 C102239
S100970,S114716,0,W104664 W100914 W106315 W100323 W103441 W100086 W102064 W106441 W103874 W103546 W104806 W102022 W101351,C101466 C101234 C102058 C100376 C101061 C101618 C101975 C100777 C101263 C102125 C101039 C100586 C101693 C101285 C100204 C101324 C100789 C101981 C101642 C101318 C100882 C100915 C101033 C101173 C100233,W104777 W105373 W106315 W100914 W104416 W106503 W102600 W105373 W106315 W100914 W104416 W106503,C102037 C100214 C101833 C101975 C100777 C100376 C101061 C101618 C101350 C102239 C100376 C101061 C100012 C101833 C101975 C100777 C100376 C101061 C101618 C101350 C102239
S127722,S114716,1,W104777 W105373 W106315 W107428 W106350 W104416 W105754 W106300 W100914 W104416,C102037 C100214 C101833 C101975 C100777 C101736 C100973 C100304 C101865 C100003 C101350 C102296 C101833 C101806 C100376 C101061 C101618 C101350,W104777 W105373 W106315 W100914 W104416 W106503 W102600 W105373 W106315 W100914 W104416 W106503,C102037 C100214 C101833 C101975 C100777 C100376 C101061 C101618 C101350 C102239 C100376 C101061 C100012 C101833 C101975 C100777 C100376 C101061 C101618 C101350 C102239
S129147,S112486,0,W107170 W105637 W100323 W105410 W105684 W104416 W106503,C100291 C101643 C100114 C100882 C100083 C101263 C102122 C102073 C100506 C101350 C102239,W108463 W108376 W106320 W103451 W104416 W106503,C100291 C101643 C100114 C100637 C101585 C101200 C100589 C100830 C101084 C101350 C102239
S115114,S112486,0,W107170 W108376 W106320 W104474 W107089 W104416,C100291 C101643 C100114 C101585 C101200 C100589 C101647 C100644 C100291 C101084 C101350,W108463 W108376 W106320 W103451 W104416 W106503,C100291 C101643 C100114 C100637 C101585 C101200 C100589 C100830 C101084 C101350 C102239
S129147,S116987,1,W107170 W105637 W100323 W105410 W105684 W104416 W106503,C100291 C101643 C100114 C100882 C100083 C101263 C102122 C102073 C100506 C101350 C102239,W108720 W100404 W102193 W105637 W104416 W106503,C100952 C100337 C100291 C101643 C100114 C100591 C101477 C102226 C100882 C100083 C101350 C102239
S116478,S130447,1,W105090 W100323 W100748,C102125 C100064 C100417 C101263 C101807 C101466 C102147,W106184 W100323 W100748 W105604 W100806,C102125 C101039 C100036 C101263 C101807 C101466 C102147 C102153 C101164 C101318
S128930,S128148,0,W102620 W100053 W104740,C100890 C101990 C101295 C100322 C100438 C101061 C101642 C101318 C100887,W107170 W100053 W104740,C100291 C101643 C100114 C101295 C100322 C100438 C101061 C101642 C101318 C100887
S128930,S110103,1,W102620 W100053 W104740,C100890 C101990 C101295 C100322 C100438 C101061 C101642 C101318 C100887,W101865 W104508 W109077 W100091 W100053 W104740,C100473 C101816 C101086 C102058 C101806 C100332 C101295 C100322 C100438 C101061 C101642 C101318 C100887
S129023,S110103,0,W100053 W109010 W103546 W104806,C101295 C100322 C100438 C101061 C102008 C100717 C101642 C101318 C100882 C100915,W101865 W104508 W109077 W100091 W100053 W104740,C100473 C101816 C101086 C102058 C101806 C100332 C101295 C100322 C100438 C101061 C101642 C101318 C100887
S123957,S126165,0,W105587 W108280 W101966 W102841 W100715 W104806 W104975,C101295 C101168 C100586 C102193 C100096 C102147 C101609 C100323 C100882 C100915 C101917 C101496,W103059 W105587 W108280 W109120 W102841,C100339 C101295 C100114 C101295 C101168 C100586 C100541 C100096 C102147 C101609
S110020,S133415,0,W108463 W100714 W100836 W109374,C100291 C101643 C100114 C100637 C101642 C100710 C102261 C100221 C102221 C100409,W105509 W108524 W107170 W106889 W102167 W103546 W104806,C102244 C101811 C102139 C101317 C100291 C101643 C100114 C100266 C101649 C101615 C100233 C101642 C101318 C100882 C100915
S114561,S133415,1,W109172 W107170 W100323 W104806 W106894 W107852 W104456 W106503,C102213 C100269 C100291 C101643 C100114 C101263 C100882 C100915 C100586 C101357 C100927 C101917 C100479 C102239,W105509 W108524 W107170 W106889 W102167 W103546 W104806,C102244 C101811 C102139 C101317 C100291 C101643 C100114 C100266 C101649 C101615 C100233 C101642 C101318 C100882 C100915
S110020,S105613,1,W108463 W100714 W100836 W109374,C100291 C101643 C100114 C100637 C101642 C100710 C102261 C100221 C102221 C100409,W108463 W100714 W108008 W109374,C100291 C101643 C100114 C100637 C101642 C100710 C100909 C100344 C102221 C100409
S108926,S124785,0,W105509 W104995 W105204 W102418 W103336 W104364 W108377 W103336,C102244 C101811 C100903 C100903 C101541 C101394 C101479 C100800 C102221 C100379 C100463 C101277 C102153 C101018 C100649 C100800 C102221 C100379 C100463,W102418 W103336 W100971 W108377 W103336 W103092 W101351,C101394 C101479 C100800 C102221 C100379 C100463 C100252 C101018 C100649 C100800 C102221 C100379 C100463 C100541 C101020 C100233
S108926,S127910,1,W105509 W104995 W105204 W102418 W103336 W104364 W108377 W103336,C102244 C101811 C100903 C100903 C101541 C101394 C101479 C100800 C102221 C100379 C100463 C101277 C102153 C101018 C100649 C100800 C102221 C100379 C100463,W105735 W103336 W107764 W109541 W108377 W100323 W104989 W109541 W100323 W102418 W100323 W108376 W104416,C101645 C100865 C100800 C102221 C100379 C100463 C100263 C102174 C101843 C101541 C101018 C100649 C101263 C100263 C100952 C101843 C101541 C101263 C101394 C101479 C101263 C101585 C101200 C101350
S117909,S127910,1,W105204 W103336 W104989 W104515 W104909 W100179 W100492 W108376 W104416,C101541 C100800 C102221 C100379 C100463 C100263 C100952 C101843 C100640 C102266 C101231 C101859 C100898 C101585 C101200 C101350,W105735 W103336 W107764 W109541 W108377 W100323 W104989 W109541 W100323 W102418 W100323 W108376 W104416,C101645 C100865 C100800 C102221 C100379 C100463 C100263 C102174 C101843 C101541 C101018 C100649 C101263 C100263 C100952 C101843 C101541 C101263 C101394 C101479 C101263 C101585 C101200 C101350
S108926,S117334,0,W105509 W104995 W105204 W102418 W103336 W104364 W108377 W103336,C102244 C101811 C100903 C100903 C101541 C101394 C101479 C100800 C102221 C100379 C100463 C101277 C102153 C101018 C100649 C100800 C102221 C100379 C100463,W103887 W101479 W109237 W106264 W104416 W103887 W101479 W105644,C100439 C101061 C102226 C100275 C100439 C101985 C100800 C102221 C101350 C100439 C101061 C102226 C100275 C100439
S108926,S108399,0,W105509 W104995 W105204 W102418 W103336 W104364 W108377 W103336,C102244 C101811 C100903 C100903 C101541 C101394 C101479 C100800 C102221 C100379 C100463 C101277 C102153 C101018 C100649 C100800 C102221 C100379 C100463,W106264 W106245 W103546 W101146,C100800 C102221 C100477 C100439 C101642 C101318 C102223
S120045,S108399,0,W109498 W106264 W103765 W106245 W100806,C101101 C101661 C100800 C102221 C101399 C100477 C100439 C101164 C101318,W106264 W106245 W103546 W101146,C100800 C102221 C100477 C100439 C101642 C101318 C102223
S133634,S108399,1,W103163 W100323 W108882 W103825 W109272 W103546 W101146,C101867 C101263 C100800 C102221 C101088 C100340 C101285 C101794 C100731 C101782 C101703 C100406 C101642 C101318 C102223,W106264 W106245 W103546 W101146,C100800 C102221 C100477 C100439 C101642 C101318 C102223
S108926,S130269,1,W105509 W104995 W105204 W102418 W103336 W104364 W108377 W103336,C102244 C101811 C100903 C100903 C101541 C101394 C101479 C100800 C102221 C100379 C100463 C101277 C102153 C101018 C100649 C100800 C102221 C100379 C100463,W108377 W100971 W102418 W100323 W103336 W108847,C101018 C100649 C100252 C101394 C101479 C101263 C100800 C102221 C100379 C100463 C100586 C101033 C101340
S111706,S130269,0,W102418 W103336 W108847 W100879,C101394 C101479 C100800 C102221 C100379 C100463 C100586 C101033 C101340 C100993 C101449,W108377 W100971 W102418 W100323 W103336 W108847,C101018 C100649 C100252 C101394 C101479 C101263 C100800 C102221 C100379 C100463 C100586 C101033 C101340
S108926,S112428,1,W105509 W104995 W105204 W102418 W103336 W104364 W108377 W103336,C102244 C101811 C100903 C100903 C101541 C101394 C101479 C100800 C102221 C100379 C100463 C101277 C102153 C101018 C100649 C100800 C102221 C100379 C100463,W106889 W103336 W104309 W105754 W107739 W102418 W102260 W101686 W101741,C100266 C101649 C100800 C102221 C100379 C100463 C100993 C101719 C101562 C102296 C100170 C100527 C101394 C101479 C100379 C100463 C102174 C101843 C100993
S126422,S106725,0,W103163 W105604 W100420 W101183 W102836 W101069 W105092 W108280 W101351 W100750 W104806 W104416,C101867 C102153 C102174 C100474 C101802 C102058 C100800 C102221 C100995 C102116 C101629 C100900 C100269 C100890 C100586 C100233 C100887 C101496 C100882 C100915 C101350,W101183 W100576 W108280 W101351 W100323 W104806 W104975 W104416,C101802 C102058 C100800 C102221 C100114 C100590 C100995 C102116 C101629 C100586 C100233 C101263 C100882 C100915 C101917 C101496 C101350
S126422,S102508,0,W103163 W105604 W100420 W101183 W102836 W101069 W105092 W108280 W101351 W100750 W104806 W104416,C101867 C102153 C102174 C100474 C101802 C102058 C100800 C102221 C100995 C102116 C101629 C100900 C100269 C100890 C100586 C100233 C100887 C101496 C100882 C100915 C101350,W102432 W100962 W108145,C100800 C102221 C100114 C100590 C102226 C100381 C102018 C100083
S131824,S102508,1,W106264 W102193 W108145 W104416,C100800 C102221 C102226 C102018 C100083 C101350,W102432 W100962 W108145,C100800 C102221 C100114 C100590 C102226 C100381 C102018 C100083
S118621,S101606,1,W107170 W105258 W102814 W104740 W106035,C100291 C101643 C100114 C101091 C101969 C101985 C101061 C101642 C101318 C100887 C101043 C101043,W103459 W106269 W105754 W108463 W104518 W102814 W104740 W106503,C102072 C100234 C101266 C102296 C100291 C101643 C100114 C100637 C101091 C101696 C101985 C101061 C101642 C101318 C100887 C102239
S119409,S101606,0,W107170 W102193 W107498 W102818 W100124 W104416,C100291 C101643 C100114 C102226 C100313 C102125 C101556 C101154 C101350,W103459 W106269 W105754 W108463 W104518 W102814 W104740 W106503,C102072 C100234 C101266 C102296 C100291 C101643 C100114 C100637 C101091 C101696 C101985 C101061 C101642 C101318 C100887 C102239
S112674,S103402,1,W105265 W106422 W106300 W107878,C100271 C100637 C101468 C101164 C101318 C101833 C101806 C102125 C101061 C100064,W105265 W106422 W106841,C100271 C100637 C101468 C101164 C101318 C100473 C102052
S115587,S106777,0,W108248 W108280 W106245 W108280 W104363 W104550 W107913 W100629 W109194 W104806,C100800 C102221 C100424 C101699 C100586 C100477 C100439 C100586 C101088 C101699 C100707 C100719 C102153 C100381 C101277 C100766 C101399 C100882 C100915,W106264 W107913 W109194 W106238,C100800 C102221 C102153 C100381 C100766 C101399 C100889 C100114 C100590 C100882 C100915
S109075,S106777,1,W108859 W107646 W106264 W106238 W101964 W109391,C101357 C100599 C101394 C101031 C100800 C102221 C100889 C100114 C100590 C100882 C100915 C101615 C100586 C101033,W106264 W107913 W109194 W106238,C100800 C102221 C102153 C100381 C100766 C101399 C100889 C100114 C100590 C100882 C100915
S115587,S127479,1,W108248 W108280 W106245 W108280 W104363 W104550 W107913 W100629 W109194 W104806,C100800 C102221 C100424 C101699 C100586 C100477 C100439 C100586 C101088 C101699 C100707 C100719 C102153 C100381 C101277 C100766 C101399 C100882 C100915,W100328 W104550 W101578 W106264 W104416,C101088 C101020 C100707 C100719 C101388 C100800 C102221 C101350
S115587,S110565,0,W108248 W108280 W106245 W108280 W104363 W104550 W107913 W100629 W109194 W104806,C100800 C102221 C100424 C101699 C100586 C100477 C100439 C100586 C101088 C101699 C100707 C100719 C102153 C100381 C101277 C100766 C101399 C100882 C100915,W100083 W108280 W108248 W104416,C101453 C100477 C100586 C100800 C102221 C100424 C101699 C101350
S103389,S125937,0,W108463 W108093 W100091 W108376 W104588 W104416 W106503,C100291 C101643 C100114 C100637 C102068 C100410 C100332 C101585 C101200 C101705 C100830 C101726 C101350 C102239,W107170 W100971 W100914 W101855 W101240,C100291 C101643 C100114 C100252 C100376 C101061 C101618 C101602 C100099 C100753 C100858
S103389,S109963,0,W108463 W108093 W100091 W108376 W104588 W104416 W106503,C100291 C101643 C100114 C100637 C102068 C100410 C100332 C101585 C101200 C101705 C100830 C101726 C101350 C102239,W108463 W108376 W101396 W107938 W104416 W106503,C100291 C101643 C100114 C100637 C101585 C101200 C101705 C100192 C100916 C101350 C102239
S102057,S109963,1,W107170 W102193 W101396 W107819 W107938 W104416,C100291 C101643 C100114 C102226 C101705 C101775 C100192 C100192 C100916 C101350,W108463 W108376 W101396 W107938 W104416 W106503,C100291 C101643 C100114 C100637 C101585 C101200 C101705 C100192 C100916 C101350 C102239
S118533,S101614,1,W108463 W102193 W101396 W107570 W104416 W104156,C100291 C101643 C100114 C100637 C102226 C101705 C101747 C100678 C101350 C101424,W108463 W100962 W101396 W106746,C100291 C101643 C100114 C100637 C102226 C100381 C101705 C101761 C100461
S120593,S101614,0,W108463 W100962 W105763 W106293 W102260,C100291 C101643 C100114 C100637 C102226 C100381 C101837 C100817 C102037 C101017 C100379 C100463,W108463 W100962 W101396 W106746,C100291 C101643 C100114 C100637 C102226 C100381 C101705 C101761 C100461
S120332,S106236,0,W107170 W100920 W107498 W109120 W106245,C100291 C101643 C100114 C101192 C100439 C100313 C100541 C100096 C100477 C100439,W107170 W108280 W109120 W100415,C100291 C101643 C100114 C100586 C100541 C100096 C101759 C101376
S112188,S114906,1,W105050 W105754 W102132 W103309 W101777 W101187 W101894 W100629 W106245 W108248 W104416,C100091 C101264 C102296 C101176 C101175 C100383 C100778 C101434 C100744 C100394 C100477 C101277 C100477 C100439 C100800 C102221 C100424 C101699 C101350,W100106 W101187 W101894 W102896 W108280 W109120 W106245 W106264 W103184,C100712 C101513 C100406 C100893 C101434 C100744 C100394 C100477 C101699 C101839 C100586 C100541 C100096 C100477 C100439 C100800 C102221 C100424
S103495,S108498,1,W100914 W106315 W100323 W106841 W105754 W102193 W101478 W106321 W104416 W106503,C100376 C101061 C101618 C101975 C100777 C101263 C100473 C102052 C102296 C102226 C101613 C102057 C101794 C101350 C102239,W100914 W106315 W100323 W106841 W103948 W104806,C100376 C101061 C101618 C101975 C100777 C101263 C100473 C102052 C101176 C101357 C100882 C100915
S133394,S108498,0,W100914 W105604 W103948 W106315 W100323 W106731 W103948 W104806,C100376 C101061 C101618 C102153 C101176 C101357 C101975 C100777 C101263 C101200 C100323 C101176 C101357 C100882 C100915,W100914 W106315 W100323 W106841 W103948 W104806,C100376 C101061 C101618 C101975 C100777 C101263 C100473 C102052 C101176 C101357 C100882 C100915
S103495,S116453,1,W100914 W106315 W100323 W106841 W105754 W102193 W101478 W106321 W104416 W106503,C100376 C101061 C101618 C101975 C100777 C101263 C100473 C102052 C102296 C102226 C101613 C102057 C101794 C101350 C102239,W100914 W107170 W106841 W108212 W104740,C100376 C101061 C101618 C100291 C101643 C100114 C100473 C102052 C101807 C101642 C101318 C100887
S128729,S116453,0,W105265 W106841 W106403 W101140 W104806 W104416 W106503,C100271 C100637 C100473 C102052 C101585 C101613 C101843 C100692 C100882 C100915 C101350 C102239,W100914 W107170 W106841 W108212 W104740,C100376 C101061 C101618 C100291 C101643 C100114 C100473 C102052 C101807 C101642 C101318 C100887
S127630,S116453,0,W107170 W106841 W106399 W104740,C100291 C101643 C100114 C100473 C102052 C101327 C101461 C101642 C101318 C100887,W100914 W107170 W106841 W108212 W104740,C100376 C101061 C101618 C100291 C101643 C100114 C100473 C102052 C101807 C101642 C101318 C100887
S103495,S106013,0,W100914 W106315 W100323 W106841 W105754 W102193 W101478 W106321 W104416 W106503,C100376 C101061 C101618 C101975 C100777 C101263 C100473 C102052 C102296 C102226 C101613 C102057 C101794 C101350 C102239,W100914 W100323 W101581 W101101,C100376 C101061 C101618 C101263 C100067 C102180 C101613 C100087
S103495,S132364,0,W100914 W106315 W100323 W106841 W105754 W102193 W101478 W106321 W104416 W106503,C100376 C101061 C101618 C101975 C100777 C101263 C100473 C102052 C102296 C102226 C101613 C102057 C101794 C101350 C102239,W107878 W100323 W105225 W105373 W108280 W101966 W102841,C102125 C101061 C100064 C101263 C101902 C101340 C101833 C100586 C102193 C100096 C102147 C101609
S104004,S104120,0,W106264 W107660 W109552 W107170 W104416,C100800 C102221 C100114 C100637 C100816 C101806 C100291 C101643 C100114 C101350,W106264 W108463 W102193 W101396 W103651 W104416,C100800 C102221 C100291 C101643 C100114 C100637 C102226 C101705 C102172 C100670 C101350
S104004,S113453,1,W106264 W107660 W109552 W107170 W104416,C100800 C102221 C100114 C100637 C100816 C101806 C100291 C101643 C100114 C101350,W106264 W109533 W107170 W108280 W100587 W104416,C100800 C102221 C100340 C100291 C101643 C100114 C100586 C101343 C101549 C101350
S131675,S117074,1,W100971 W108719 W106583 W103187 W101956 W108280 W106639 W104416,C100252 C100800 C102221 C100506 C102242 C100646 C101317 C101205 C101649 C102174 C100777 C100586 C100269 C101264 C101350,W107265 W108719 W101956 W105430 W104768 W104416,C101750 C100800 C102221 C100506 C102242 C100646 C102174 C100777 C101705 C101302 C101234 C101861 C101350
S131675,S130624,1,W100971 W108719 W106583 W103187 W101956 W108280 W106639 W104416,C100252 C100800 C102221 C100506 C102242 C100646 C101317 C101205 C101649 C102174 C100777 C100586 C100269 C101264 C101350,W100971 W106264 W107660 W103187 W101956 W105430 W105373 W104768 W106264 W104416,C100252 C100800 C102221 C100114 C100637 C101649 C102174 C100777 C101705 C101302 C101833 C101234 C101861 C100800 C102221 C101350
